user_id,item_id,rating,timestamp,watch_ratio,liked,qol_delta
100,56,4,597532,0.8828144524805797,1,1.994075219646142
53,87,3,602630,0.5327959647920034,0,-0.03738268260250621
54,5,4,608196,0.23421159221596266,1,0.6794679296410336
164,96,5,615741,0.3556371889624639,1,0.5637908638841553
85,92,4,621763,0.4894382280378109,1,0.040928949963082495
25,54,4,629156,0.5182656610800558,1,0.7387408394715418
184,15,4,630393,0.7985456096965793,1,-0.06549896112507658
94,65,3,641457,0.2832944292342912,0,0.9555017633919252
66,4,5,645643,0.9519779123083747,1,0.7467203129032909
98,30,4,647152,0.25752144147652534,1,1.9224987242435339
110,46,3,649841,0.4787937601141108,0,0.09118130502380095
140,54,4,674006,0.3771284377228746,1,0.6314089403184938
147,75,2,674637,0.35273885801952737,0,1.1797125046937944
86,14,4,679403,0.8535959286254027,1,0.9818124667408501
25,13,4,683707,0.6097285751395702,1,-0.3206224528414803
50,15,5,691102,0.22061209184554623,1,1.805916821834069
177,30,4,696828,0.6305427875946635,1,1.4893075768476542
39,19,4,719249,0.7727119277363501,1,-0.022742980377207456
170,70,3,739359,0.44472603452623877,0,0.3521666165746066
132,18,4,739991,0.7113342093147657,1,-1.1263206071880818
75,49,4,742997,0.7080242113070812,1,0.020497495185850367
47,79,4,754201,0.7749205779604558,1,1.9670230015611425
15,43,1,765267,0.6563472158065333,0,0.4071111936938032
87,52,5,773904,0.9398803295149667,1,0.714832128597422
121,49,5,786163,0.7826815040650945,1,0.8727739830641443
25,49,3,786755,0.35655057035823207,0,0.831849724265102
172,0,5,786833,0.9344442267452002,1,0.41559508958172375
39,39,4,795832,0.6388106714480175,1,0.24595480087751298
87,15,5,798079,0.8530257076906904,1,0.40018816100880855
122,55,5,810095,0.668899783827569,1,1.3788002587362052
170,40,4,822712,0.8547047286324712,1,0.33067722392036014
67,79,4,827442,0.9181921589898121,1,0.7969921683836738
16,13,5,846168,0.3404068234678917,1,0.3148528767969643
59,63,5,847894,0.983649092804652,1,-1.5169865564728844
22,16,5,849834,0.29685446130204646,1,0.44797759867512843
20,34,5,873417,0.427608375134961,1,1.0003204405573376
157,57,5,879644,0.49584808560168386,1,0.916546385335899
165,52,4,884149,0.8003550053081285,1,-0.03811301717133009
110,84,2,901686,0.6937157925441171,0,0.8535722801879939
82,41,4,903241,0.6928373554149775,1,0.03045513051333265
98,53,5,911225,0.6566988972737413,1,-0.03589347248902264
88,7,5,914019,0.39485722261780354,1,-0.1449396370378544
131,28,5,916152,0.8049578815184346,1,-0.14625494259194383
99,20,4,919091,0.7311550542373095,1,-0.2493742454456107
108,64,4,920397,0.582822930614656,1,-0.8231047730447605
97,22,5,923155,0.6361644850805741,1,-0.07022776654792107
19,88,4,924042,0.9997970660896516,1,2.3305126036524477
70,41,1,928576,0.8158250908936917,0,0.5156627920260957
34,27,5,929555,0.6144009923596914,1,-0.1584773583482928
197,34,4,932419,0.6034139023302556,1,1.0292411130104562
122,4,5,934429,0.6615815142095081,1,-1.2209763073183209
92,2,5,950731,0.9071413909656236,1,0.31827066339530485
151,38,5,950822,0.47083205933838856,1,0.9082824567126249
37,65,3,951300,0.6715112741781375,0,0.36938668364613375
11,31,2,954257,0.8127835947387054,0,0.12308025845800696
162,71,5,971553,0.9788970834716464,1,2.2720698181430152
178,76,4,972814,0.75423785090839,1,1.7770006569173384
14,12,4,975619,0.6457253500056606,1,0.8406404436475814
37,50,4,983369,0.5963906785720461,1,1.4575593877877986
72,94,3,984601,0.3721407403921038,0,0.5100274079277533
14,89,5,985413,0.947097412338866,1,-0.5696093511117639
187,0,2,986043,0.8652046360328509,0,0.6437637677940181
126,15,4,991662,0.920078044503799,1,0.9690588333961934
123,29,3,996965,0.5764962959631972,0,-0.4105916671063682
59,64,5,997635,0.981373794196118,1,-1.328498131888636
138,95,4,999850,0.9797423783817936,1,1.6559903352302416
147,70,5,1004030,0.20276955853350964,1,1.4354347982742266
30,16,4,1009831,0.6199453433994218,1,1.0798322806824285
39,21,4,1013802,0.7929897961413064,1,-0.8495898688435213
60,69,5,1020215,0.48377611595912895,1,-0.18862527996577683
120,80,3,1025521,0.9429509352679424,0,0.14830711303261057
41,51,5,1041176,0.8509093500162888,1,0.9761931345700352
81,62,4,1043432,0.838128824496833,1,0.559161678362296
81,90,2,1046304,0.21392607875038172,0,0.7843609424665658
82,93,3,1047453,0.682750189592696,0,1.9122727276651823
113,62,2,1064954,0.48464805414837697,0,0.25223517641800547
82,25,5,1073835,0.2719971442023721,1,0.5033466862923566
158,44,5,1076426,0.3800282174995063,1,1.4324486258168925
148,49,3,1079397,0.5065091321543129,0,0.3542962397306525
0,86,4,1113807,0.6683542224927665,1,-0.32402336548504906
108,66,5,1114290,0.6672326314547878,1,-0.0669618315866386
19,26,4,1119494,0.5962918293749905,1,0.16116485739480235
82,41,3,1120590,0.20502225182833753,0,-0.29971068052072436
94,60,4,1120680,0.7579062877641904,1,1.811215652179286
62,52,4,1127561,0.6074651097222237,1,0.7622444275234059
25,98,3,1130566,0.343967936470506,0,0.6362215277429899
1,83,4,1132692,0.6675083578582757,1,-0.7101173983825662
140,8,2,1133661,0.983900880844083,0,0.21821769512060196
99,18,4,1140310,0.645799878891292,1,1.37788835441338
74,61,3,1162781,0.3696459812875104,0,0.6230707796480542
196,28,5,1168599,0.44663836298164794,1,1.7168083736571784
24,99,4,1169071,0.4490800556840167,1,0.5469801185374069
124,82,3,1171787,0.3342535295463921,0,1.2329662097386564
180,56,5,1189905,0.992148021788192,1,0.13520081068112555
102,10,3,1197456,0.8809471158901427,0,-0.21878632119607622
122,78,3,1197605,0.8475602012085015,0,-0.09063364907328553
60,84,5,1203810,0.5095031848104028,1,-0.19710848337041342
191,79,4,1206382,0.41314786557343874,1,0.2640368064862101
199,13,5,1207171,0.42067332146536507,1,0.6248067593558194
3,41,5,1208282,0.45001760999261803,1,0.615625364948914
52,32,2,1214860,0.7985832404852213,0,-1.337678688763353
185,90,2,1216184,0.2879287793004286,0,0.12438799896092956
149,97,3,1225184,0.9475730299139566,0,0.9939203557078844
87,43,3,1225939,0.7139806575134982,0,-0.023171718354851212
178,74,4,1226812,0.24179536534386853,1,0.4705813036210827
88,29,3,1247432,0.29895035597152075,0,-0.31966437336643727
172,67,4,1251452,0.20081516663840776,1,-0.7210839327802336
140,99,5,1256227,0.6567141111935544,1,-0.31773085180355476
116,7,5,1258122,0.5454357264728157,1,0.04388655658238444
28,1,3,1258606,0.9618772247705996,0,1.5117838875249257
81,12,4,1261435,0.8085778236476064,1,1.3118843673538767
31,8,5,1262309,0.8867529069320799,1,0.2766135175673911
76,81,4,1268864,0.7774473909580588,1,-1.4416707737282684
151,53,2,1270515,0.24609156440401092,0,0.9072072963894345
112,32,4,1274242,0.5914553119740222,1,0.9374737744120828
86,9,4,1276771,0.5754318592969195,1,0.3968065360872323
174,63,4,1279708,0.4576810476917458,1,1.4929709905493038
59,53,3,1294813,0.896340929932077,0,1.5491366520524146
25,5,5,1303988,0.9771224254873705,1,1.5813028735833836
198,53,4,1304877,0.9361385920794889,1,-0.42226107949140834
123,83,4,1311991,0.7834684467188284,1,-0.614605157229184
21,98,2,1312406,0.3440590087258204,0,1.68125056931269
62,90,4,1328800,0.94753547708158,1,1.5170162038170634
173,16,5,1334559,0.7079373060435805,1,-1.0831295468543485
195,97,3,1342147,0.3705810595499863,0,0.49131569828982297
59,33,3,1343553,0.9935969563841527,0,0.1293190772102274
84,7,2,1344824,0.36010481996594196,0,1.6001082204022494
39,93,5,1348682,0.638539205027629,1,-0.3823204727632188
131,35,4,1359377,0.3412882303457725,1,0.7664608033391355
43,24,4,1359404,0.7912205165764912,1,0.7137572920679274
23,14,5,1364846,0.39209803676863064,1,-0.37875452740818794
98,94,5,1365353,0.4360821899626599,1,1.98344869356688
91,33,3,1371282,0.30702296330042106,0,0.8928459099225949
177,3,4,1372106,0.3324282463495083,1,1.2216745987145936
156,30,3,1377976,0.8164424612792545,0,-0.7775083760474706
59,79,4,1385410,0.3912848740421182,1,0.5765341955083076
158,22,3,1386820,0.6887291060732277,0,0.06958763007587299
180,9,4,1390292,0.8002891497792612,1,1.1978373246897664
87,37,4,1391652,0.8807646514859118,1,1.0443921481100076
147,41,5,1398586,0.4238276693961682,1,2.4305071111339327
45,68,4,1407143,0.5649762712525237,1,0.3311977363469061
194,81,3,1416059,0.8117810021485898,0,0.04090032304736163
193,40,5,1423868,0.9896114913554477,1,0.029139814997047764
135,92,5,1441146,0.789751756501597,1,1.1911044746541593
147,98,5,1445183,0.21702269813583516,1,1.7402693851477593
14,39,4,1454413,0.5158762612090336,1,-0.2461059909052049
168,40,5,1461189,0.45782329900673563,1,1.319738450574266
89,12,5,1474905,0.8199982802483214,1,1.6496162117435635
89,11,4,1502832,0.31486651443699754,1,-1.237827186225669
78,40,5,1504107,0.32807605963300485,1,1.2357087496966899
11,50,4,1523413,0.7729190055831336,1,0.7786959473676363
194,25,5,1525977,0.7032984761656143,1,0.16929816180551577
47,95,3,1537377,0.9785171817368647,0,0.668421305429544
59,46,5,1555668,0.7977330485851881,1,1.139090568996501
195,48,4,1558249,0.7435424868820362,1,0.6855187335443462
107,6,2,1562418,0.9998396779911858,0,-0.3520090820078604
151,87,4,1577490,0.41944183172743615,1,1.6775207636556895
94,92,3,1577913,0.30789018527501544,0,0.03928577085291057
111,77,3,1580063,0.7178764189245361,0,-0.7227394052800005
114,31,4,1580287,0.6135620888407487,1,0.145567699725488
194,16,4,1580750,0.635988142763591,1,0.7504308333048375
138,12,4,1583719,0.4647878932187555,1,-0.07740666997937184
47,48,1,1584217,0.9040726490607371,0,0.27221982616100976
139,61,5,1592568,0.8039523251818681,1,0.37424611927384505
47,42,5,1596932,0.4690098086619376,1,-0.3612589214274886
140,36,4,1609691,0.8162351980798694,1,1.0415685218828505
196,28,4,1613205,0.5456166918752441,1,1.9127152964866008
143,73,1,1616251,0.7065691054984358,0,-0.708846704075927
189,23,4,1619588,0.4463604306231509,1,1.3294850332850738
174,2,3,1622582,0.3659502715300331,0,0.8118538363172588
61,59,3,1627590,0.3954710208706107,0,0.32877276386110055
24,74,5,1662870,0.7713525477690639,1,-0.18393644094432082
91,45,5,1664612,0.6109969764056491,1,0.35773583526563624
50,39,5,1671966,0.5725230327981794,1,0.3898081397561028
22,34,3,1673939,0.9429526483042252,0,1.1071820726490962
196,17,3,1677571,0.9034735597146726,0,1.1086395106818818
194,23,1,1678450,0.8155884452259674,0,0.8947647624056762
31,62,1,1684990,0.3861061094467975,0,0.3080228718456266
93,26,4,1685757,0.32232845044713737,1,1.1423311401267697
98,23,5,1696592,0.5387986527535011,1,0.8054995309724144
123,25,5,1700500,0.612693255005138,1,1.7293932870556175
54,11,5,1704889,0.7928976598630322,1,0.4217930777104077
47,24,5,1708848,0.6443641719677078,1,1.136237055284926
176,13,2,1709356,0.8354368119705027,0,0.1647217011875216
92,78,3,1709806,0.25139276201096855,0,0.33027510346726274
46,95,4,1715504,0.7578616371470106,1,0.43464874011182864
110,81,5,1717698,0.2786559523533665,1,-0.1275530241618359
63,71,4,1729494,0.5804711150912469,1,-0.029446703132937735
148,32,3,1729854,0.3839565509692098,0,1.5943955905140859
135,80,3,1732107,0.3088800616949458,0,0.9374253435898601
120,77,5,1734792,0.5785317798987057,1,2.011193846321504
38,3,5,1736302,0.7715304812333093,1,2.239440319770373
94,85,4,1741845,0.8895326714935208,1,0.23055430015814377
24,5,4,1743319,0.40846935526911105,1,0.323250969252727
174,93,3,1743715,0.2690684649277847,0,0.6340144358452469
138,12,5,1746325,0.8868144906030819,1,-0.9958270203975566
74,82,4,1752063,0.9086580189984883,1,0.9549526368115702
139,55,5,1763346,0.229151031322344,1,0.16753328898995645
166,74,5,1774064,0.6983597718642691,1,1.585258117075508
79,76,4,1779954,0.25176537132920357,1,0.06093576059877859
97,57,4,1783741,0.9222797475285649,1,-0.31919116916715895
69,7,5,1785003,0.5284796042680573,1,1.1318690539475194
126,90,4,1800036,0.8015477633573183,1,1.3089828851800758
87,32,5,1817520,0.5386207516067478,1,0.2897797556211006
56,23,3,1824295,0.2503554616685473,0,0.801400080770194
10,29,5,1838458,0.8508781512742185,1,0.5667670401364153
78,33,5,1839265,0.7855273270342991,1,0.3029452021232182
90,80,4,1858296,0.41043959494568827,1,1.0824015295356726
84,8,4,1859534,0.3098298314887668,1,0.29781209341878706
4,63,3,1866852,0.9280843035558193,0,0.7585488082084515
39,64,1,1872173,0.5405991571033582,0,-0.0733165034789085
40,76,4,1874630,0.7275119619480288,1,-0.8990207036429716
57,4,5,1885936,0.2601842685727575,1,1.0643591375209258
59,61,3,1891392,0.3688701046030689,0,0.05823280378767315
14,45,3,1922560,0.22182567784621476,0,-0.10151160105370871
90,19,5,1932573,0.4879168226711542,1,-0.31654771727514874
88,7,5,1934746,0.34557228842768106,1,-0.9959561476169834
24,79,4,1935822,0.7611364713458091,1,0.09563642016117746
41,91,4,1936532,0.7152375101637733,1,-0.5087550727131782
100,92,3,1941065,0.5961409834900553,0,0.1816728575761049
139,67,4,1944026,0.685095971036231,1,-0.7419213186400611
115,5,4,1945657,0.44172122605335096,1,0.08853850441097877
158,54,5,1951689,0.5671273759731448,1,1.4639838565004868
86,17,4,1957896,0.48986123664310766,1,-0.2217256546552009
97,86,4,1971117,0.9674690868721292,1,0.8054591609640753
155,33,3,1973804,0.5270293435089388,0,0.43544373966876354
59,42,4,1979155,0.9135088836657743,1,0.7871979957753967
88,19,4,2002587,0.3539545040641623,1,0.23314407160030065
102,18,3,2002870,0.45740979529159387,0,1.014658565498014
177,71,5,2009045,0.23769449045187577,1,0.7762447011066167
8,42,4,2014259,0.9290425307415118,1,1.2595231619288092
27,0,5,2036144,0.506325984077187,1,0.009343431039072203
4,15,3,2038871,0.8973745579958088,0,0.28412675111581587
75,96,4,2043113,0.6218316629909675,1,1.1033963638244053
34,32,4,2044519,0.6748173388629826,1,-0.18703650400863736
102,77,4,2044813,0.22693411280814768,1,0.9079034139588416
47,93,5,2057233,0.7985183833746552,1,0.1362694766627378
199,62,2,2074433,0.2579277784024561,0,0.6704891746572009
158,13,5,2074986,0.5652553015560227,1,-0.48282407819836404
44,17,5,2102877,0.922407349613767,1,1.3581391329183012
63,41,3,2140791,0.8729953092357192,0,0.6839423243706401
78,18,4,2163208,0.4280500465589522,1,0.9770501789601456
93,87,4,2182928,0.4521643789198539,1,1.0521303450003985
59,11,4,2186464,0.3017535239840453,1,1.3369523821945215
45,1,5,2188653,0.27538681762240763,1,-0.061845811896524494
175,66,5,2194951,0.5643275031121654,1,-0.3520723521128688
136,18,4,2200289,0.5384832782354161,1,1.2535030452136104
180,57,5,2206207,0.27146301115345867,1,0.5536637104282233
158,23,4,2217684,0.7525688620086206,1,-0.5073389975806644
48,92,3,2219926,0.7059172813206067,0,-1.1709676530832134
179,78,3,2227887,0.6206553473076131,0,-0.5939020637109929
110,4,3,2229417,0.5234822955995588,0,-0.18413069898222445
151,74,4,2230200,0.9592173882486257,1,1.0758296965628227
81,98,5,2231406,0.5125997932935157,1,-0.5438674298022013
14,8,2,2234508,0.2756421214647169,0,-0.518821276874263
21,68,3,2243620,0.9523134864106322,0,0.022200914402675798
19,24,4,2253997,0.5094342826559142,1,0.7665006883606482
126,41,4,2254254,0.5133821462844086,1,-0.6317593498305365
17,58,1,2255839,0.47929141778999623,0,-0.044689023856999355
152,36,3,2264352,0.42637590926974345,0,1.2978946199970132
141,24,3,2266416,0.4024384399912937,0,-0.43430275132542173
175,45,5,2267934,0.6444316663682168,1,0.9030197642451148
22,12,3,2276270,0.9245644430451874,0,1.3390350725857791
175,5,2,2282475,0.8558825668586449,0,-0.2523417835102425
28,97,5,2292174,0.9496783438870313,1,-0.11075398887127552
30,40,5,2293114,0.3238072453309222,1,1.0281193949072605
106,60,2,2298701,0.7538794909697708,0,0.9038407006989402
110,63,3,2302053,0.9677520070037982,0,1.444225885488649
89,66,2,2304549,0.4787595320352851,0,0.04396761796091003
120,37,3,2323389,0.9194710710589786,0,1.2937986341518033
69,55,3,2337917,0.7364264433194683,0,0.12120317070044956
116,82,3,2346894,0.34976246855212845,0,1.3480167105074456
151,27,3,2349151,0.5798073327702522,0,-0.44056096024888025
1,89,4,2350048,0.6597993437559486,1,1.4770204681274994
94,73,5,2359594,0.4145757137321323,1,-0.24532224509708545
98,35,1,2377467,0.49324643241623045,0,0.8297145968219657
146,32,2,2381106,0.8728667551994755,0,-0.42947989999509883
106,40,2,2385189,0.7847475423547452,0,0.8434000431370007
33,30,5,2390007,0.434334175770894,1,1.4437315094307357
54,59,5,2392739,0.9425521879402068,1,0.20322920726452431
134,16,4,2430766,0.30912083524180106,1,0.2779284673046458
94,27,3,2459098,0.8994553255027598,0,-0.9731557030595575
150,55,5,2467108,0.6448982650450188,1,0.7291863277789572
44,94,5,2484219,0.6133189863708761,1,1.4661842315512206
104,66,5,2486472,0.675580851725906,1,2.2481361773996036
125,9,5,2488694,0.89386569984094,1,-0.6246089788430644
31,66,5,2493121,0.4883284818597517,1,1.1631558578182175
20,70,4,2493831,0.6476377632178704,1,-0.5894843230697497
185,88,2,2494593,0.38130199286523825,0,-0.2708999951559278
138,43,5,2494825,0.9925400294542943,1,0.9868962397623271
108,76,3,2496399,0.26699974065801957,0,-0.308461864146258
76,6,2,2500895,0.312426484383606,0,0.22154378003753739
24,86,1,2512956,0.6387467275517401,0,0.05697794645796228
26,71,4,2513485,0.810666202310518,1,0.5573937416147674
14,21,2,2514971,0.22602614480785077,0,0.4600407590878967
105,94,3,2516139,0.7904130694289238,0,0.8203826812482462
55,87,4,2521219,0.20861035936595318,1,0.7491808641778891
127,55,2,2523557,0.3265219782623656,0,0.6339461569680965
20,77,5,2528898,0.4006950994198021,1,0.5355931810460254
17,97,4,2543685,0.8124431350984442,1,-0.0504752004172887
121,2,3,2547910,0.6819286740983834,0,0.7917290746947452
5,45,3,2550216,0.49145995294778333,0,0.7259899902630321
142,28,5,2564717,0.4288330181280416,1,0.7180227155430949
195,57,5,2567645,0.4725465641323136,1,-0.07953955777331456
27,33,4,2570392,0.4501437833904194,1,0.5488225902552032
186,3,5,2574410,0.2214263008015963,1,-0.12382860932955486
59,78,3,2578141,0.7055555970632283,0,0.8289452042493946
62,3,3,2597531,0.2708024934783133,0,0.3551088338310189
12,85,3,2607326,0.9110005828728334,0,1.40319007049255
131,64,2,2616311,0.2926119736781767,0,-0.3430363686611534
45,57,4,2618633,0.7756134020811065,1,0.13401816516243725
26,89,3,2624908,0.6765111401537706,0,1.3500940003984567
81,11,4,2633504,0.41014889509902297,1,0.05813132124165454
145,4,4,2634788,0.27021056406864424,1,-0.8248776893513527
46,43,4,2635976,0.701550503338622,1,1.9779284464608167
107,82,5,2642838,0.3531911473001572,1,1.2106627635215674
108,27,5,2652090,0.24199780887132302,1,0.2950492985401777
167,71,3,2659755,0.7802958664021153,0,-0.2997327773907412
101,70,2,2666401,0.2813449833501537,0,1.4862129198801735
10,63,4,2670944,0.7026628744258365,1,0.27355670782998676
153,33,3,2673867,0.6342426107323266,0,0.9235786355705763
59,59,5,2675525,0.41958547558726267,1,-0.4916503470408995
59,96,4,2687672,0.7676471012845774,1,0.9512346326090813
181,60,5,2699256,0.5027785735906145,1,0.46035494980703384
177,67,1,2704662,0.8665426196467396,0,0.5800987526509622
11,16,4,2706291,0.5473076581625076,1,0.09349660427148654
94,64,5,2708511,0.4325426301568744,1,2.065243521197213
59,61,5,2728357,0.25634857859459087,1,0.29991051436427363
150,78,2,2736771,0.2153416658864165,0,2.6666596732501495
47,16,5,2739344,0.25051701611545885,1,0.5511242254402989
139,93,5,2745491,0.9908359342155435,1,0.8678789082663315
6,57,4,2748193,0.9557134540262733,1,-0.21106069067578326
43,95,4,2749246,0.6546687027288587,1,-0.4988382669191188
41,1,4,2761950,0.6411276008994937,1,0.75793329700925
97,35,4,2776367,0.42146202773068125,1,-1.0636804559624462
60,86,5,2784649,0.7784346897813788,1,-0.09053622996550015
149,42,4,2785292,0.7572711706222084,1,1.2135937120934592
97,68,2,2787155,0.5018294223927715,0,0.5016612170594753
154,69,4,2795335,0.7717543996442076,1,0.5637525126873
178,49,4,2798439,0.6489698293671478,1,-0.0640588095885114
187,53,4,2806446,0.982950432353465,1,-1.3585348122996912
2,51,1,2807912,0.26683790410369934,0,-0.20247085332995962
81,5,4,2816545,0.9165508748934437,1,-0.03885846264722159
76,25,2,2829710,0.5939316937722381,0,-0.374504353836715
106,84,4,2834258,0.21995752608311347,1,1.7952994106803641
87,83,5,2839090,0.6297431362441064,1,1.1780897380603208
85,99,4,2844004,0.32589252925517076,1,1.1615237741683673
178,51,3,2864517,0.9273092250972033,0,0.5842592300677371
179,3,5,2874720,0.9902601673354507,1,-0.7211124347888636
3,64,4,2880835,0.41501434799332576,1,0.17539856897027795
177,85,2,2882610,0.6820897177446997,0,1.0476817659537407
196,93,5,2887824,0.8291177001758807,1,0.95856008194936
111,68,4,2911463,0.6780235443381174,1,0.345108714992967
77,96,5,2918719,0.3644330961186703,1,1.1581752579388866
92,58,5,2924238,0.9717075549996506,1,1.4255972918837376
139,95,4,2924730,0.49151832758845004,1,0.997132119956545
177,56,4,2939999,0.8214508222440617,1,0.7960747374519087
93,40,5,2953822,0.5463003181297283,1,0.789847187024916
58,26,4,2959669,0.85950465745499,1,1.1540837413184466
104,72,5,2965772,0.9348213201798194,1,0.056991089847077236
139,69,4,2968122,0.3519661339876513,1,0.6868246945682621
105,79,3,2992856,0.39898561820688205,0,0.34592268185112524
60,96,3,2998674,0.9039456195265012,0,1.6306521036002057
95,44,3,3001185,0.9418925277879258,0,0.22119381981933578
61,69,3,3004023,0.5866923017082664,0,0.29849374826668534
38,94,4,3025085,0.8417336292428959,1,1.5805033206632186
88,78,5,3037584,0.4561059991705289,1,1.225978760310471
148,58,3,3041678,0.550137486413933,0,1.6048233552300963
158,87,4,3053992,0.21302751214100032,1,2.1613922489651554
192,32,3,3056860,0.43515017060735145,0,1.8668532120132848
174,52,4,3057263,0.4295710671384658,1,1.2472523104027649
161,8,5,3076171,0.3487358680576953,1,1.4387054482809891
182,49,4,3076485,0.26318575389758553,1,0.12952611813033688
148,83,1,3095194,0.22729485529119167,0,-0.32760501608677073
116,40,4,3097215,0.9361583029739291,1,2.0504716548906092
178,4,3,3098900,0.5755279657810664,0,1.3033817199700497
